code,title,description,credits,institution,department,prerequisites
FREN 3002,Practical French Phonetics,,3,University Of New Orleans,PLACEHOLDER,
FREN 3005,Romance Linguistics,,3,University Of New Orleans,PLACEHOLDER,
FREN 3031,French Conversation,,3,University Of New Orleans,PLACEHOLDER,
FREN 3041,Advanced French Grammar,,3,University Of New Orleans,PLACEHOLDER,
FREN 3042,Advanced French Comp & Syntax,,3,University Of New Orleans,PLACEHOLDER,
FREN 3090,Advanced Practical French,,3,University Of New Orleans,PLACEHOLDER,
FREN 3100,Survey French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 3191,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
FREN 3192,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
FREN 3193,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
FREN 3197,Oral Proficiency,,3,University Of New Orleans,PLACEHOLDER,
FREN 3199,Indep Work Honors Students,,3,University Of New Orleans,PLACEHOLDER,
FREN 3205,Read French Culture & Thought,,3,University Of New Orleans,PLACEHOLDER,
FREN 3403,Spec Topic French Lit,,3,University Of New Orleans,PLACEHOLDER,
FREN 3404,Spec Topics French Civilizatn,,3,University Of New Orleans,PLACEHOLDER,
FREN 3406,Romance Cult New Orl,,3,University Of New Orleans,PLACEHOLDER,
FREN 3500,Tutorial for Graduating Majors,,3,University Of New Orleans,PLACEHOLDER,
FREN 4015,History of French Language,,3,University Of New Orleans,PLACEHOLDER,
FREN 4041,Problems Grammatical Analysis,,3,University Of New Orleans,PLACEHOLDER,
FREN 4110,Medieval French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 4132,17th Cent French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 4140,18th C French Lierature,,3,University Of New Orleans,PLACEHOLDER,
FREN 4154,19th Century French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 4162,French Lit of 20th Century,,3,University Of New Orleans,PLACEHOLDER,
FREN 4201,French Civilization I,,3,University Of New Orleans,PLACEHOLDER,
FREN 4202,French Civilization II,,3,University Of New Orleans,PLACEHOLDER,
FREN 4265,Contemporary French Culture,,3,University Of New Orleans,PLACEHOLDER,
FREN 4400,Children�s Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 5015,History of French Language,,3,University Of New Orleans,PLACEHOLDER,
FREN 5041,Problems Grammatical Analysis,,3,University Of New Orleans,PLACEHOLDER,
FREN 5110,Medieval French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 5132,17th Cent French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 5140,18th C French Lierature,,3,University Of New Orleans,PLACEHOLDER,
FREN 5154,19th Century French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 5162,French Lit of 20th Century,,3,University Of New Orleans,PLACEHOLDER,
FREN 5201,French Civilization I,,3,University Of New Orleans,PLACEHOLDER,
FREN 5202,French Civilization II,,3,University Of New Orleans,PLACEHOLDER,
FREN 5265,Contemporary French Culture,,3,University Of New Orleans,PLACEHOLDER,
FREN 5400,Children�s Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 6001,French Stylistics,,3,University Of New Orleans,PLACEHOLDER,
FREN 6003,Commentaire De Texte,,3,University Of New Orleans,PLACEHOLDER,
FREN 6041,Theory & Practice Translation,,3,University Of New Orleans,PLACEHOLDER,
FREN 6097,Studies in French Linguistics,,3,University Of New Orleans,PLACEHOLDER,
FREN 6190,Studies Medieval French Lit,,3,University Of New Orleans,PLACEHOLDER,
FREN 6195,Studies in 20th and 21st Century French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 6197,Studies in French Literature,,3,University Of New Orleans,PLACEHOLDER,
FREN 6205,French Thought,,3,University Of New Orleans,PLACEHOLDER,
FREN 6265,Contemp French Society & Inst,,3,University Of New Orleans,PLACEHOLDER,
FREN 6295,Studies in French Cult & Civ,,3,University Of New Orleans,PLACEHOLDER,
FREN 6397,Directed Study,,3,University Of New Orleans,PLACEHOLDER,
FREN 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
FREN 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
GEOG 1001,World Regional Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 1002,World Regional Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 1356,Human Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 1600,Environmental Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 2151,Elements Physical Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 2158,Conservation,,3,University Of New Orleans,PLACEHOLDER,
GEOG 2254,Elements Economic Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 2356,Cultural Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 3190,Spec Top Region Geog,,3,University Of New Orleans,PLACEHOLDER,
GEOG 3850,Geography Internship,,3,University Of New Orleans,PLACEHOLDER,
GEOG 3895,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4150,Geog of Hazards & Disasters,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4158,Environmental Impact Assessmnt,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4310,Political Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4514,Climatology,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4530,Biogeography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4610,Urban Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4615,Cultural Ecology,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4805,Fundamentals of Mapping & GIS,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4810,Introduction to Remote Sensing,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4820,Rem Sens II: Image Processing,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4830,GIS Theories and Concepts,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4832,Adv Techniques GIS,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4901,Field Methods in Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 4990,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5150,Geog of Hazards & Disasters,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5158,Environmental Impact Assessmnt,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5310,Political Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5514,Climatology,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5530,Biogeography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5610,Urban Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5615,Cultural Ecology,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5805,Fundamentals of Mapping & GIS,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5810,Introduction to Remote Sensing,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5820,Rem Sens II: Image Processing,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5830,GIS Theories and Concepts,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5832,Adv Techniques GIS,,3,University Of New Orleans,PLACEHOLDER,
GEOG 5901,Field Methods in Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 6530,Sem Environmental Geography,,3,University Of New Orleans,PLACEHOLDER,
GEOG 6801,Advanced Quant Meth,,3,University Of New Orleans,PLACEHOLDER,
GEOG 6990,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
GEOG 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
GEOG 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
GER 1001,Basic German I,,3,University Of New Orleans,PLACEHOLDER,
GER 1002,Basic German II,,3,University Of New Orleans,PLACEHOLDER,
GER 2001,Intermediate German I,,3,University Of New Orleans,PLACEHOLDER,
GER 2002,Intermediate German II,,3,University Of New Orleans,PLACEHOLDER,
GER 3002,German Phonetics,,3,University Of New Orleans,PLACEHOLDER,
GER 3101,Survey of German Literature,,3,University Of New Orleans,PLACEHOLDER,
GER 3191,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
GER 3192,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
GER 3193,Independent Work,,3,University Of New Orleans,PLACEHOLDER,
GER 3402,German Lit in Translation,,3,University Of New Orleans,PLACEHOLDER,
HCM 1000,Intro to Health Management,,3,University Of New Orleans,PLACEHOLDER,
HCM 2000,The US Healthcare System,,3,University Of New Orleans,PLACEHOLDER,
HCM 3010,Healthcare Organizational Leadership and Improvement,,3,University Of New Orleans,PLACEHOLDER,
HCM 3020,Healthcare Information Technology,,3,University Of New Orleans,PLACEHOLDER,
HCM 3030,Community Health Research,,3,University Of New Orleans,PLACEHOLDER,
HCM 3040,Health Reimbursement,,3,University Of New Orleans,PLACEHOLDER,
HCM 3091,Independent Hlth Care Research,,3,University Of New Orleans,PLACEHOLDER,
HCM 4010,Healthcare Ethics,,3,University Of New Orleans,PLACEHOLDER,
HCM 4012,Organizational Behavior in Health Care,,3,University Of New Orleans,PLACEHOLDER,
HCM 4016,Intro to Health Informatics,,3,University Of New Orleans,PLACEHOLDER,
HCM 4070,Future of Healthcare,,3,University Of New Orleans,PLACEHOLDER,
HCM 4094,Healthcare Internship,,3,University Of New Orleans,PLACEHOLDER,
HCM 4480,Healthcare Capstone,,3,University Of New Orleans,PLACEHOLDER,
HCM 5012,Org Behavior in Health Care,,3,University Of New Orleans,PLACEHOLDER,
HCM 5016,Intro to Health Informatics,,3,University Of New Orleans,PLACEHOLDER,
HCM 6010,Health Care Management,,3,University Of New Orleans,PLACEHOLDER,
HCM 6013,Strategic Issue Health Care,,3,University Of New Orleans,PLACEHOLDER,
HCM 6015,Health Care Law and Ethics,,3,University Of New Orleans,PLACEHOLDER,
EDHS 1110,Personal Health & Wellnes,,3,University Of New Orleans,PLACEHOLDER,
EDHS 2400,Medical Terminology,,3,University Of New Orleans,PLACEHOLDER,
EDHS 2700,Drug Use and Abuse,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4111,Epidem Principles Health Promo,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4190,Curr Problems Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4200,Health Promotion Ethics,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4202,Community Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4301,Methods of Health Education,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4302,Plan Eval Health Prom Programs,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4610,Nutritional Health & Fitness,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4701,Emotional Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4702,Death and Dying,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4703,Stress Mgmt for Health Promo,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4704,Health Issues of Aging,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4705,Gender and Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4706,Social Mrktg for Health Comm,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4801,Educ for Healthier Sexuality,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4900,Exercise & Mental Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 4998,Practicum Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5111,Epidem Principles Health Promo,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5190,Curr Problems Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5200,Health Promotion Ethics,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5202,Community Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5301,Methods of Health Education,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5302,Plan Eval Health Prom Programs,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5610,Nutritional Health & Fitness,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5701,Emotional Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5702,Death and Dying,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5703,Stress Mgmt for Health Promo,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5704,Health Issues of Aging,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5705,Gender and Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5706,Social Mrktg for Health Comm,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5801,Educ for Healthier Sexuality,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5900,Exercise & Mental Health,,3,University Of New Orleans,PLACEHOLDER,
EDHS 5998,Practicum Health Promotion,,3,University Of New Orleans,PLACEHOLDER,
HIST 1001,World History I,,3,University Of New Orleans,PLACEHOLDER,
HIST 1002,World History II,,3,University Of New Orleans,PLACEHOLDER,
HIST 1010,Intro Africnmerican History,,3,University Of New Orleans,PLACEHOLDER,
HIST 2000,Environmental History,,3,University Of New Orleans,PLACEHOLDER,
HIST 2050,Historical Catastrophes,,3,University Of New Orleans,PLACEHOLDER,
HIST 2201,History of Asian Civilizations,,3,University Of New Orleans,PLACEHOLDER,
HIST 2202,Modern Asian History,,3,University Of New Orleans,PLACEHOLDER,
HIST 2362,Modern Britain,,3,University Of New Orleans,PLACEHOLDER,
HIST 2400,Intro to Latin American Hist,,3,University Of New Orleans,PLACEHOLDER,
HIST 2501,US History I,,3,University Of New Orleans,PLACEHOLDER,
HIST 2502,US History II,,3,University Of New Orleans,PLACEHOLDER,
HIST 2520,History of American Sports,,3,University Of New Orleans,PLACEHOLDER,
HIST 2587,Women in American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 2601,History of Louisiana,,3,University Of New Orleans,PLACEHOLDER,
HIST 2603,History of New Orleans,,3,University Of New Orleans,PLACEHOLDER,
HIST 2701,Africa to 1830,,3,University Of New Orleans,PLACEHOLDER,
HIST 2702,Africa 180resent,,3,University Of New Orleans,PLACEHOLDER,
HIST 2991,Special Studies History,,3,University Of New Orleans,PLACEHOLDER,
HIST 3002,Historical Thought and Writing,,3,University Of New Orleans,PLACEHOLDER,
HIST 3225,The War in Vietnam,,3,University Of New Orleans,PLACEHOLDER,
HIST 3551,African American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 3552,African American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 3595,AApecial Topics History,,3,University Of New Orleans,PLACEHOLDER,
HIST 3603,History of New Orleans Music,,3,University Of New Orleans,PLACEHOLDER,
HIST 3992,Special Studies in History,,3,University Of New Orleans,PLACEHOLDER,
HIST 3995,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
HIST 3999,Senior Honors Thesis,,3,University Of New Orleans,PLACEHOLDER,
HIST 4003,Modern Military History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4008,Public History Methods,,3,University Of New Orleans,PLACEHOLDER,
HIST 4009,World & Global Histories,,3,University Of New Orleans,PLACEHOLDER,
HIST 4100,Atlantic History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4105,Women & Amer Slavery,,3,University Of New Orleans,PLACEHOLDER,
HIST 4213,Japan 194 Present,,3,University Of New Orleans,PLACEHOLDER,
HIST 4221,Modern Southeast Asia,,3,University Of New Orleans,PLACEHOLDER,
HIST 4231,Modern India,,3,University Of New Orleans,PLACEHOLDER,
HIST 4330,French Revolution & Napoleon,,3,University Of New Orleans,PLACEHOLDER,
HIST 4343,Revolutionary Europe 179848,,3,University Of New Orleans,PLACEHOLDER,
HIST 4344,"Imperial Europe, 188918",,3,University Of New Orleans,PLACEHOLDER,
HIST 4345,"Europe: Shdw of War, 198945",,3,University Of New Orleans,PLACEHOLDER,
HIST 4346,"Postwar Europe, 195resent",,3,University Of New Orleans,PLACEHOLDER,
HIST 4364,Modern Ireland,,3,University Of New Orleans,PLACEHOLDER,
HIST 4366,The British Empire,,3,University Of New Orleans,PLACEHOLDER,
HIST 4368,Modern France,,3,University Of New Orleans,PLACEHOLDER,
HIST 4371,"Modern Germany, 179resent",,3,University Of New Orleans,PLACEHOLDER,
HIST 4373,Hapsburg Empire,,3,University Of New Orleans,PLACEHOLDER,
HIST 4376,Modern & Contemporary Russia,,3,University Of New Orleans,PLACEHOLDER,
HIST 4383,European Intellectual Trad,,3,University Of New Orleans,PLACEHOLDER,
HIST 4502,Revolutionry Period Am History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4506,Civil War & Reconstruction,,3,University Of New Orleans,PLACEHOLDER,
HIST 4510,Recent American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4511,Recent American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4531,Seeing History through Film,,3,University Of New Orleans,PLACEHOLDER,
HIST 4543,US Urban History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4565,US Military History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4570,World War II,,3,University Of New Orleans,PLACEHOLDER,
HIST 4575,Cold War Era,,3,University Of New Orleans,PLACEHOLDER,
HIST 4581,Diplomatic History of the US,,3,University Of New Orleans,PLACEHOLDER,
HIST 4595,North American Indigenous History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4800,Historical Thought & Writing,,3,University Of New Orleans,PLACEHOLDER,
HIST 4885,Select Topics in Public History,,3,University Of New Orleans,PLACEHOLDER,
HIST 4991,Special Studies in History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5001,City & Civilization,,3,University Of New Orleans,PLACEHOLDER,
HIST 5003,Modern Military History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5008,Public History Methods,,3,University Of New Orleans,PLACEHOLDER,
HIST 5009,World & Global Histories,,3,University Of New Orleans,PLACEHOLDER,
HIST 5100,Atlantic History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5105,Women & Amer Slavery,,3,University Of New Orleans,PLACEHOLDER,
HIST 5213,Japan 194 Present,,3,University Of New Orleans,PLACEHOLDER,
HIST 5221,Modern Southeast Asia,,3,University Of New Orleans,PLACEHOLDER,
HIST 5231,Modern India,,3,University Of New Orleans,PLACEHOLDER,
HIST 5303,Roman History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5307,High Middle Ages,,3,University Of New Orleans,PLACEHOLDER,
HIST 5330,French Revolution & Napoleon,,3,University Of New Orleans,PLACEHOLDER,
HIST 5343,Revolutionary Europe 179848,,3,University Of New Orleans,PLACEHOLDER,
HIST 5344,"Imperial Europe, 188918",,3,University Of New Orleans,PLACEHOLDER,
HIST 5345,"Europe: Shdw of War, 198945",,3,University Of New Orleans,PLACEHOLDER,
HIST 5346,"Postwar Europe, 195resent",,3,University Of New Orleans,PLACEHOLDER,
HIST 5361,Tudor England,,3,University Of New Orleans,PLACEHOLDER,
HIST 5364,Modern Ireland,,3,University Of New Orleans,PLACEHOLDER,
HIST 5366,The British Empire,,3,University Of New Orleans,PLACEHOLDER,
HIST 5367,Age of Louis XIV,,3,University Of New Orleans,PLACEHOLDER,
HIST 5368,Modern France,,3,University Of New Orleans,PLACEHOLDER,
HIST 5371,"Modern Germany, 179resent",,3,University Of New Orleans,PLACEHOLDER,
HIST 5373,Hapsburg Empire,,3,University Of New Orleans,PLACEHOLDER,
HIST 5376,Modern & Contemporary Russia,,3,University Of New Orleans,PLACEHOLDER,
HIST 5383,European Intellectual Trad,,3,University Of New Orleans,PLACEHOLDER,
HIST 5403,History of Mexico,,3,University Of New Orleans,PLACEHOLDER,
HIST 5502,Revolutionry Period Am History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5506,Civil War & Reconstruction,,3,University Of New Orleans,PLACEHOLDER,
HIST 5510,Recent American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5511,Recent American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5521,The New South,,3,University Of New Orleans,PLACEHOLDER,
HIST 5531,Seeing History through Film,,3,University Of New Orleans,PLACEHOLDER,
HIST 5543,US Urban History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5552,Black Movements & Messiahs,,3,University Of New Orleans,PLACEHOLDER,
HIST 5555,The Civil Rights Era,,3,University Of New Orleans,PLACEHOLDER,
HIST 5565,US Military History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5570,World War II,,3,University Of New Orleans,PLACEHOLDER,
HIST 5575,Cold War Era,,3,University Of New Orleans,PLACEHOLDER,
HIST 5581,Diplomatic History of the US,,3,University Of New Orleans,PLACEHOLDER,
HIST 5885,Select Topics in Public History,,3,University Of New Orleans,PLACEHOLDER,
HIST 5991,Special Studies in History,,3,University Of New Orleans,PLACEHOLDER,
HIST 6001,Historical Writing and Thought,,3,University Of New Orleans,PLACEHOLDER,
HIST 6002,Methods & Research,,3,University Of New Orleans,PLACEHOLDER,
HIST 6005,Grad History Forum,,3,University Of New Orleans,PLACEHOLDER,
HIST 6008,Intro Public History,,3,University Of New Orleans,PLACEHOLDER,
HIST 6101,Histories of Space and Place,,3,University Of New Orleans,PLACEHOLDER,
HIST 6301,Seminar in European History,,3,University Of New Orleans,PLACEHOLDER,
HIST 6501,Seminar in American History,,3,University Of New Orleans,PLACEHOLDER,
HIST 6601,Seminar in Special Topics,,3,University Of New Orleans,PLACEHOLDER,
HIST 6603,Research in New Orleans Hist,,3,University Of New Orleans,PLACEHOLDER,
HIST 6803,Seminar Urban Hist,,3,University Of New Orleans,PLACEHOLDER,
HIST 6992,History Internship,,3,University Of New Orleans,PLACEHOLDER,
HIST 6995,Independent Study,,3,University Of New Orleans,PLACEHOLDER,
HIST 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
HIST 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
HRT 1098,Introduction to HRT,,3,University Of New Orleans,PLACEHOLDER,
HRT 2000,Intro to HRT Administration,,3,University Of New Orleans,PLACEHOLDER,
HRT 2020,Hotel Operations,,3,University Of New Orleans,PLACEHOLDER,
HRT 2030,Prin of Food Production,,3,University Of New Orleans,PLACEHOLDER,
HRT 2035,Principles of Food Production Laboratory,,3,University Of New Orleans,PLACEHOLDER,
HRT 2050,Principles of Travel/Tourism,,3,University Of New Orleans,PLACEHOLDER,
HRT 2070,Introduction to Conventions,,3,University Of New Orleans,PLACEHOLDER,
HRT 3002,HRT Work Experience,,3,University Of New Orleans,PLACEHOLDER,
HRT 3011,Tourism & Hospitality Marketng,,3,University Of New Orleans,PLACEHOLDER,
HRT 3016,Legal Envirn in Hosp Industry,,3,University Of New Orleans,PLACEHOLDER,
HRT 3017,Servc Orgn Mgmt in Hospitality,,3,University Of New Orleans,PLACEHOLDER,
HRT 3031,Baking and Pastry,,3,University Of New Orleans,PLACEHOLDER,
HRT 3140,Cost Control Hosp Operations,,3,University Of New Orleans,PLACEHOLDER,
HRT 3141,Management Beverage Service,,3,University Of New Orleans,PLACEHOLDER,
HRT 3145,Layout & Design Hosp Facility,,3,University Of New Orleans,PLACEHOLDER,
HRT 3150,Tourism Planning & Operations,,3,University Of New Orleans,PLACEHOLDER,
HRT 3240,Club Mgmt & Operations,,3,University Of New Orleans,PLACEHOLDER,
HRT 3290,Hospitality Internship,,3,University Of New Orleans,PLACEHOLDER,
HRT 3295,Indep Study in HRT,,3,University Of New Orleans,PLACEHOLDER,
HRT 4000,Policy Issues Tourism & Hosp,,3,University Of New Orleans,PLACEHOLDER,
HRT 4150,"Mtg, Event & Conv Planning",,3,University Of New Orleans,PLACEHOLDER,
HRT 4230,Advanced Food Service Mgmt,,3,University Of New Orleans,PLACEHOLDER,
HRT 4250,International Tourism,,3,University Of New Orleans,PLACEHOLDER,
HRT 4290,Special Topics in HRT,,3,University Of New Orleans,PLACEHOLDER,
HRT 4319,Wines of the World,,3,University Of New Orleans,PLACEHOLDER,
HRT 5150,"Mtg, Event & Conv Planning",,3,University Of New Orleans,PLACEHOLDER,
HRT 5160,Theories of Casino Gaming,,3,University Of New Orleans,PLACEHOLDER,
HRT 5250,International Tourism,,3,University Of New Orleans,PLACEHOLDER,
HRT 5290,Special Topics in HRT,,3,University Of New Orleans,PLACEHOLDER,
HRT 5319,Wines of the World,,3,University Of New Orleans,PLACEHOLDER,
HRT 6001,Survey of Hospitality & Touris,,3,University Of New Orleans,PLACEHOLDER,
HRT 6102,Technology Tourism & Hosp Mgt,,3,University Of New Orleans,PLACEHOLDER,
HRT 6200,Hosp & Tourism Ops Analysis,,3,University Of New Orleans,PLACEHOLDER,
HRT 6202,Hosp and Tourism Research Meth,,3,University Of New Orleans,PLACEHOLDER,
HRT 6203,Marketing App for Hosp & Tour,,3,University Of New Orleans,PLACEHOLDER,
HRT 6204,Hospitality & Tourism Intern,,3,University Of New Orleans,PLACEHOLDER,
HRT 6205,Change Mang for Hosp & Tourism,,3,University Of New Orleans,PLACEHOLDER,
HRT 6207,Work Experience HTM,,3,University Of New Orleans,PLACEHOLDER,
HRT 6250,Tourism Destination Developmnt,,3,University Of New Orleans,PLACEHOLDER,
HRT 6300,Hospitality & Tourism Rev Mgt,,3,University Of New Orleans,PLACEHOLDER,
HRT 6301,Hosp & Tour Indus Strtg Mang,,3,University Of New Orleans,PLACEHOLDER,
HRT 6491,Indep Study in Hosp & Tourism,,3,University Of New Orleans,PLACEHOLDER,
HRT 6495,Spec Top Hospitality & Touris,,3,University Of New Orleans,PLACEHOLDER,
HRT 7000,Thesis Research,,3,University Of New Orleans,PLACEHOLDER,
HRT 7040,Examination or Report Only,,3,University Of New Orleans,PLACEHOLDER,
EDHP 1090,Aerobic/Anaerobic Activities,,3,University Of New Orleans,PLACEHOLDER,
EDHP 2110,Found of Hum Perf & Hlth Promo,,3,University Of New Orleans,PLACEHOLDER,
EDHP 2170,Meas & Eval Hum Perf/Hlth Prom,,3,University Of New Orleans,PLACEHOLDER,
EDHP 2320,Meth PE/Health Elem School,,3,University Of New Orleans,PLACEHOLDER,
EDHP 3200,Kinesiology & Biomechanics,,3,University Of New Orleans,PLACEHOLDER,
EDHP 3201,Physiology of Exercise,,3,University Of New Orleans,PLACEHOLDER,
EDHP 3210,Motor Development & Motr Learn,,3,University Of New Orleans,PLACEHOLDER,
EDHP 3330,Exercise Physiol Lab Methods,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4222,Physical Fitness Programming,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4225,Cardiac Rehabilitation,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4480,Eval Treatment Sport Injuries,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4524,Sport Marketing,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4990,Special Topics in Human Performance,,3,University Of New Orleans,PLACEHOLDER,
EDHP 4998,Practicum Human Performance,,3,University Of New Orleans,PLACEHOLDER,
EDHP 5222,Physical Fitness Programming,,3,University Of New Orleans,PLACEHOLDER,
EDHP 5524,Sport Marketing,,3,University Of New Orleans,PLACEHOLDER,
EDHP 5990,Special Topics in Human Performance,,3,University Of New Orleans,PLACEHOLDER,
EDHP 5998,Practicum Human Performance,,3,University Of New Orleans,PLACEHOLDER,
HUMS 1090,Classical Myth & Art,,3,University Of New Orleans,PLACEHOLDER,
HUMS 2090,Spec Topics in Hums,,3,University Of New Orleans,PLACEHOLDER,
HUMS 4090,Special Topics in Humanities,,3,University Of New Orleans,PLACEHOLDER,
HUMS 5090,Special Topics in Humanities,,3,University Of New Orleans,PLACEHOLDER,
IDS 1001,Introductory Seminar,,3,University Of New Orleans,PLACEHOLDER,
IDS 1002,Making Connections: Introduction to Integrative Learning,,3,University Of New Orleans,PLACEHOLDER,
IDS 2001,Portfolio Development,,3,University Of New Orleans,PLACEHOLDER,
IDS 3001,Intro to IDS,,3,University Of New Orleans,PLACEHOLDER,
IDS 3002,Information Literacy and Scholarly Discourse,,3,University Of New Orleans,PLACEHOLDER,
IDS 3096,Internship in IDS,,3,University Of New Orleans,PLACEHOLDER,
